14.0,11.0,14.0,25.0,11.0,3.0,19.0,2,10.0,2,7,12,6,5,1,2.0,9.0,3
11.0,11.0,15.0,24.0,10.0,5.0,18.0,1,11.0,1,7,14,5,7,2,3.0,11.0,2
15.0,9.0,12.0,21.0,8.0,4.0,21.0,1,10.0,3,7,15,7,6,1,3.0,10.0,3
15.0,11.0,15.0,22.0,7.0,3.0,19.0,1,8.0,3,4,14,6,5,1,2.0,10.0,2
27.0,8.0,13.0,25.0,12.0,26.0,21.0,1,20.0,0,11,18,5,7,5,7.0,19.0,3
27.0,8.0,13.0,25.0,13.0,27.0,21.0,1,19.0,0,11,18,6,8,5,7.0,19.0,3
27.0,7.0,12.0,25.0,12.0,26.0,21.0,1,20.0,0,11,17,6,8,5,7.0,19.0,3
26.0,8.0,13.0,25.0,13.0,26.0,21.0,1,19.0,0,11,18,6,8,5,8.0,19.0,3
28.0,6.0,13.0,24.0,12.0,30.0,22.0,1,18.0,0,11,18,6,8,4,7.0,19.0,3
27.0,8.0,14.0,25.0,13.0,26.0,21.0,1,18.0,0,11,18,6,8,5,7.0,19.0,3
24.0,15.0,18.0,14.0,10.0,14.0,19.0,1,14.0,7,5,19,4,6,2,12.0,10.0,4
25.0,14.0,15.0,15.0,9.0,12.0,14.0,0,8.0,3,6,12,4,14,1,10.0,8.0,0
29.0,11.0,12.0,23.0,9.0,15.0,23.0,0,16.0,1,10,13,5,8,3,6.0,23.0,5
28.0,15.0,22.0,21.0,7.0,32.0,21.0,1,13.0,2,8,16,12,5,5,8.0,9.0,1
29.0,14.0,22.0,20.0,9.0,20.0,20.0,2,15.0,2,9,16,7,6,6,10.0,13.0,2
29.0,16.0,18.0,18.0,8.0,32.0,22.0,1,14.0,2,9,18,15,4,4,8.0,9.0,1
31.0,14.0,21.0,20.0,9.0,21.0,20.0,3,15.0,2,8,17,6,7,6,10.0,13.0,1
